bank_category,bank_code,bank_name,district_code,district_name,branch_code,branch_name,routing_number
State-Owned Commercial Bank,010,Agrani Bank,18,Chuadanga,070,Kedarganj,010180707
State-Owned Commercial Bank,010,Agrani Bank,18,Chuadanga,082,Khashkarra Bazar,010180828
State-Owned Commercial Bank,010,Agrani Bank,18,Chuadanga,079,Radhakantapur Bazar,010180794
State-Owned Commercial Bank,010,Agrani Bank,22,Cox's Bazar,025,Cox's Bazar,010220254
State-Owned Commercial Bank,010,Agrani Bank,22,Cox's Bazar,064,Khotakhali,010220641
State-Owned Commercial Bank,010,Agrani Bank,22,Cox's Bazar,070,Maricha,010220704
State-Owned Commercial Bank,010,Agrani Bank,22,Cox's Bazar,091,Teknaf,010220917
State-Owned Commercial Bank,010,Agrani Bank,19,Cumilla,016,Amratali Bazar,010190168
State-Owned Commercial Bank,010,Agrani Bank,19,Cumilla,073,Bakshaganj,010190739
State-Owned Commercial Bank,010,Agrani Bank,19,Cumilla,037,Balutupa,010190371
State-Owned Commercial Bank,010,Agrani Bank,19,Cumilla,055,Bataisari Bazar,010190555
State-Owned Commercial Bank,010,Agrani Bank,19,Cumilla,076,Brahmanpara,010190768
State-Owned Commercial Bank,010,Agrani Bank,19,Cumilla,025,BSCIC,010190250
State-Owned Commercial Bank,010,Agrani Bank,19,Cumilla,083,Burichang Bazar,010190834
State-Owned Commercial Bank,010,Agrani Bank,19,Cumilla,088,Chandina,010190889
State-Owned Commercial Bank,010,Agrani Bank,19,Cumilla,012,Cumilla Medical College,010190126
State-Owned Commercial Bank,010,Agrani Bank,19,Cumilla,151,Daudkandi,010191512
State-Owned Commercial Bank,010,Agrani Bank,19,Cumilla,160,Debidwar,010191604
State-Owned Commercial Bank,010,Agrani Bank,19,Cumilla,220,Hasanpur,010192203
State-Owned Commercial Bank,010,Agrani Bank,19,Cumilla,223,Homna,010192232
State-Owned Commercial Bank,010,Agrani Bank,19,Cumilla,226,Housing Estate,010192261
State-Owned Commercial Bank,010,Agrani Bank,19,Cumilla,052,Jagatpur,010190526
State-Owned Commercial Bank,010,Agrani Bank,19,Cumilla,235,Jahapur,010192353
State-Owned Commercial Bank,010,Agrani Bank,19,Cumilla,238,Jhalam Bazar,010192382
State-Owned Commercial Bank,010,Agrani Bank,19,Cumilla,006,Juktikhola Bazar,010190063
State-Owned Commercial Bank,010,Agrani Bank,19,Cumilla,259,Kashinagar Bazar,010192595
State-Owned Commercial Bank,010,Agrani Bank,19,Cumilla,262,Khila Bazar,010192629
State-Owned Commercial Bank,010,Agrani Bank,19,Cumilla,271,Laksham,010192711
State-Owned Commercial Bank,010,Agrani Bank,19,Cumilla,277,Madhabpur Bazar,010192779
State-Owned Commercial Bank,010,Agrani Bank,19,Cumilla,307,Manoharpur,010193073
State-Owned Commercial Bank,010,Agrani Bank,19,Cumilla,310,Munshirhat,010193107
State-Owned Commercial Bank,010,Agrani Bank,19,Cumilla,328,Nasratpur,010193286
State-Owned Commercial Bank,010,Agrani Bank,19,Cumilla,331,Natherpatua,010193310
State-Owned Commercial Bank,010,Agrani Bank,19,Cumilla,334,Nimsar,010193349
State-Owned Commercial Bank,010,Agrani Bank,19,Cumilla,340,Paduar Bazar,010193402
State-Owned Commercial Bank,010,Agrani Bank,19,Cumilla,325,Peria Bazar,010193257
State-Owned Commercial Bank,010,Agrani Bank,19,Cumilla,358,Rajganj Corporate,010193581
State-Owned Commercial Bank,010,Agrani Bank,19,Cumilla,376,Rupbabu Bazar,010193765
State-Owned Commercial Bank,010,Agrani Bank,19,Cumilla,382,Shankachail,010193828
State-Owned Commercial Bank,010,Agrani Bank,19,Cumilla,409,Tomsom Bridge,010194098
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,010,Agamashi Lane,010270109
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,025,Amin Court Corporate,010270259
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,028,Anta Barrah,010270288
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,055,Babu Bazar,010270554
State-Owned Commercial Bank,010,Agrani Bank,26,Dhaka,034,Badda,010260348
State-Owned Commercial Bank,010,Agrani Bank,26,Dhaka,043,Banani Corporate,010260430
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,079,Bangla Academy,010270796
State-Owned Commercial Bank,010,Agrani Bank,26,Dhaka,031,Bangladesh Air Force,010260319
State-Owned Commercial Bank,010,Agrani Bank,26,Dhaka,049,Bank Town,010260498
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,097,Bashabo,010270970
State-Owned Commercial Bank,010,Agrani Bank,26,Dhaka,174,Bashundhara Residential Area,010261747
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,103,Becharam Dewry,010271032
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,106,Begum Bazar,010271061
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,121,Central Law College,010271216
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,127,Chawkbazar,010271274
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,133,Chowdhury Bazar,010271337
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,026,Churain Bazar,010270262
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,172,Dhaka University,010271724
State-Owned Commercial Bank,010,Agrani Bank,26,Dhaka,115,Dhamrai,010261150
State-Owned Commercial Bank,010,Agrani Bank,26,Dhaka,118,Dhanmondi,010261189
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,187,Dolairpar,010271874
State-Owned Commercial Bank,010,Agrani Bank,26,Dhaka,133,Elephant Road,010261334
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,223,Farashganj,010272231
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,226,Faridabad,010272260
State-Owned Commercial Bank,010,Agrani Bank,26,Dhaka,145,Farm Gate,010261455
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,232,Foreign Exchange Corporate,010272323
State-Owned Commercial Bank,010,Agrani Bank,26,Dhaka,154,Gabtali,010261547
State-Owned Commercial Bank,010,Agrani Bank,26,Dhaka,169,Green Road Corporate,010261697
State-Owned Commercial Bank,010,Agrani Bank,26,Dhaka,172,Gulshan Corporate,010261721
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,259,Hatkhola,010272594
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,163,Hotel Intercontinental Corporate,010271632
State-Owned Commercial Bank,010,Agrani Bank,26,Dhaka,211,ICDDRB,010262117
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,280,Imamganj,010272802
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,298,Islampur,010272981
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,310,Jagannath University,010273106
State-Owned Commercial Bank,010,Agrani Bank,26,Dhaka,226,Jahangirnagar University,010262267
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,319,Jatiya Press Club,010273193
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,322,Jatrabari,010273227
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,328,Joypara,010273285
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,334,Kadamtali,010273348
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,349,Kamalapur,010273498
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,373,Kamarganj,010273735
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,358,Kamrangirchar,010273580
State-Owned Commercial Bank,010,Agrani Bank,26,Dhaka,265,Kurmitola,010262654
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,394,Malibagh,010273948
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,400,Matuail,010274000
State-Owned Commercial Bank,010,Agrani Bank,26,Dhaka,298,Mirpur,010262988
State-Owned Commercial Bank,010,Agrani Bank,26,Dhaka,319,Mohakhali Corporate,010263190
State-Owned Commercial Bank,010,Agrani Bank,26,Dhaka,328,Mohammadpur,010263282
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,439,Mouchak,010274392
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,442,Moulvibazar Corporate,010274426
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,463,Narinda,010274639
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,466,Narisha Bazar,010274668
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,316,National Museum,010273164
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,471,Nawabganj,010274718
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,469,Nawabganj Road,010274697
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,472,Nawabpur Road Corporate,010274721
State-Owned Commercial Bank,010,Agrani Bank,26,Dhaka,364,Nayarhat Bazar,010263640
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,502,New Eskaton,010275025
State-Owned Commercial Bank,010,Agrani Bank,26,Dhaka,352,New Market,010263529
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,511,North South Road,010275117
State-Owned Commercial Bank,010,Agrani Bank,26,Dhaka,358,Pallabi,010263587
State-Owned Commercial Bank,010,Agrani Bank,26,Dhaka,361,Panthapath,010263611
State-Owned Commercial Bank,010,Agrani Bank,26,Dhaka,144,Paribesh Bhaban,010261442
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,544,Paridas Road,010275441
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,517,Patiljhap Bazar,010275175
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,529,Posta,010275296
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,535,Principal Corporate,010275359
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,538,Purana Paltan Corporate,010275388
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,550,Rai Shaheb Bazar,010275504
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,562,Rajuk Bhaban,010275625
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,568,Ramna Corporate,010275683
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,574,Rampura,010275746
State-Owned Commercial Bank,010,Agrani Bank,26,Dhaka,394,Rayer Bazar,010263945
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,032,Rayerbagh,010270325
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,592,Sadarghat Corporate,010275920
State-Owned Commercial Bank,010,Agrani Bank,26,Dhaka,403,Satmasjid Road,010264036
State-Owned Commercial Bank,010,Agrani Bank,26,Dhaka,409,Savar,010264094
State-Owned Commercial Bank,010,Agrani Bank,26,Dhaka,421,Senpara Parbata,010264210
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,043,Shaheed Abrar Fahad Avenue Corporate,010270433
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,601,Shantinagar,010276011
State-Owned Commercial Bank,010,Agrani Bank,26,Dhaka,153,Sher-e-Bangla Agricultural University,010261534
State-Owned Commercial Bank,010,Agrani Bank,26,Dhaka,427,Shewrapara,010264278
State-Owned Commercial Bank,010,Agrani Bank,26,Dhaka,433,Shimulia,010264331
State-Owned Commercial Bank,010,Agrani Bank,26,Dhaka,430,Shyamoli,010264302
State-Owned Commercial Bank,010,Agrani Bank,26,Dhaka,436,Sonargoan Road,010264360
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,589,SS College,010275896
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,409,SSMC Mitford Hospital,010274097
State-Owned Commercial Bank,010,Agrani Bank,26,Dhaka,451,Tejgaon I/A Corporate,010264515
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,667,Thatari Bazar,010276679
State-Owned Commercial Bank,010,Agrani Bank,26,Dhaka,469,Uttara Model Town Corporate,010264694
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,694,WAPDA Corporate,010276945
State-Owned Commercial Bank,010,Agrani Bank,26,Dhaka,472,WASA Corporate,010264728
State-Owned Commercial Bank,010,Agrani Bank,27,Dhaka,709,Zinzira,010277094
State-Owned Commercial Bank,010,Agrani Bank,28,Dinajpur,007,Amtali,010280078
State-Owned Commercial Bank,010,Agrani Bank,28,Dinajpur,028,Bhushir Bandar,010280281
State-Owned Commercial Bank,010,Agrani Bank,28,Dinajpur,034,Birampur,010280344
State-Owned Commercial Bank,010,Agrani Bank,28,Dinajpur,037,Birganj,010280373
State-Owned Commercial Bank,010,Agrani Bank,28,Dinajpur,091,Hakimpur,010280915
State-Owned Commercial Bank,010,Agrani Bank,28,Dinajpur,115,Kamalpur Hat,010281156
State-Owned Commercial Bank,010,Agrani Bank,28,Dinajpur,136,Madilahat,010281369
State-Owned Commercial Bank,010,Agrani Bank,28,Dinajpur,142,Maldahpatty,010281422
State-Owned Commercial Bank,010,Agrani Bank,28,Dinajpur,157,Munshipara,010281572
State-Owned Commercial Bank,010,Agrani Bank,28,Dinajpur,163,Nawabganj,010281635
State-Owned Commercial Bank,010,Agrani Bank,28,Dinajpur,181,Parbatipur,010281819
State-Owned Commercial Bank,010,Agrani Bank,28,Dinajpur,187,Phulbari,010281877
State-Owned Commercial Bank,010,Agrani Bank,28,Dinajpur,184,Pulhat,010281848
State-Owned Commercial Bank,010,Agrani Bank,28,Dinajpur,196,Puratan Bazar,010281969
State-Owned Commercial Bank,010,Agrani Bank,28,Dinajpur,217,Setabganj,010282171
State-Owned Commercial Bank,010,Agrani Bank,28,Dinajpur,232,Station Road,010282326
State-Owned Commercial Bank,010,Agrani Bank,28,Dinajpur,241,Tajpur Hat,010282418
State-Owned Commercial Bank,010,Agrani Bank,82,Faridpur,004,Ahladipur,010820041
State-Owned Commercial Bank,010,Agrani Bank,29,Faridpur,016,Badarpur,010290163
State-Owned Commercial Bank,010,Agrani Bank,29,Faridpur,028,Bhanga,010290284
State-Owned Commercial Bank,010,Agrani Bank,29,Faridpur,034,Boalmari,010290347
State-Owned Commercial Bank,010,Agrani Bank,29,Faridpur,043,Char Bhadrashan,010290439
State-Owned Commercial Bank,010,Agrani Bank,29,Faridpur,151,District Council,010291517
State-Owned Commercial Bank,010,Agrani Bank,29,Faridpur,052,Faridpur,010290521
State-Owned Commercial Bank,010,Agrani Bank,29,Faridpur,037,Faridpur Bus Stand,010290376
State-Owned Commercial Bank,010,Agrani Bank,29,Faridpur,058,Gharua,010290589
State-Owned Commercial Bank,010,Agrani Bank,29,Faridpur,112,Maligram,010291120
State-Owned Commercial Bank,010,Agrani Bank,29,Faridpur,118,Nagarkanda,010291188
State-Owned Commercial Bank,010,Agrani Bank,29,Faridpur,127,Sadarpur,010291270
State-Owned Commercial Bank,010,Agrani Bank,29,Faridpur,133,Shariatullah Market,010291333
State-Owned Commercial Bank,010,Agrani Bank,29,Faridpur,006,Zadunandi Bazar,010290068
State-Owned Commercial Bank,010,Agrani Bank,75,Feni,016,Badamtala,010750166
State-Owned Commercial Bank,010,Agrani Bank,30,Feni,013,Bairagirhat,010300132
State-Owned Commercial Bank,010,Agrani Bank,30,Feni,031,Chhagalnaiya,010300316
State-Owned Commercial Bank,010,Agrani Bank,30,Feni,151,Daganbhuiyan,010301515
State-Owned Commercial Bank,010,Agrani Bank,30,Feni,052,Feni,010300529
State-Owned Commercial Bank,010,Agrani Bank,30,Feni,079,Kamalapatty,010300790
State-Owned Commercial Bank,010,Agrani Bank,30,Feni,127,Parashuram,010301278
State-Owned Commercial Bank,010,Agrani Bank,30,Feni,148,Sonagazi,010301481
State-Owned Commercial Bank,010,Agrani Bank,30,Feni,006,Subar Bazar,010300066
State-Owned Commercial Bank,010,Agrani Bank,32,Gaibandha,022,Bonarpara,010320220
State-Owned Commercial Bank,010,Agrani Bank,32,Gaibandha,037,Dholbhanga,010320370
State-Owned Commercial Bank,010,Agrani Bank,32,Gaibandha,049,Fulchari Bazar,010320491
State-Owned Commercial Bank,010,Agrani Bank,32,Gaibandha,052,Gaibandha,010320525
State-Owned Commercial Bank,010,Agrani Bank,32,Gaibandha,070,Kamarpara,010320709
State-Owned Commercial Bank,010,Agrani Bank,32,Gaibandha,103,Naldanga,010321032
State-Owned Commercial Bank,010,Agrani Bank,32,Gaibandha,112,Panchpir Bazar,010321124
State-Owned Commercial Bank,010,Agrani Bank,32,Gaibandha,121,Rasulpur,010321216
State-Owned Commercial Bank,010,Agrani Bank,32,Gaibandha,124,Sadullapur,010321245
State-Owned Commercial Bank,010,Agrani Bank,32,Gaibandha,127,Saghata,010321274
State-Owned Commercial Bank,010,Agrani Bank,32,Gaibandha,130,Sundarganj,010321308
State-Owned Commercial Bank,010,Agrani Bank,33,Gazipur,020,Bakterpur,010330207
State-Owned Commercial Bank,010,Agrani Bank,33,Gazipur,028,Barmi Bazar,010330281
State-Owned Commercial Bank,010,Agrani Bank,33,Gazipur,036,Bashan Sarak,010330360
State-Owned Commercial Bank,010,Agrani Bank,33,Gazipur,130,Bhawal Rajabari,010331301
State-Owned Commercial Bank,010,Agrani Bank,33,Gazipur,022,Board Bazar,010330223
State-Owned Commercial Bank,010,Agrani Bank,33,Gazipur,044,Dolan Bazar,010330449
State-Owned Commercial Bank,010,Agrani Bank,33,Gazipur,043,DUET,010330436
State-Owned Commercial Bank,010,Agrani Bank,33,Gazipur,052,Gazipur Corporate,010330528
State-Owned Commercial Bank,010,Agrani Bank,33,Gazipur,049,Ghagotia Chala,010330494
State-Owned Commercial Bank,010,Agrani Bank,33,Gazipur,064,Goshinga,010330649
State-Owned Commercial Bank,010,Agrani Bank,33,Gazipur,079,Kaliakoir,010330799
State-Owned Commercial Bank,010,Agrani Bank,33,Gazipur,085,Kaoraid,010330852
State-Owned Commercial Bank,010,Agrani Bank,33,Gazipur,088,Kapasia,010330881
State-Owned Commercial Bank,010,Agrani Bank,33,Gazipur,091,Kashimpur,010330915
State-Owned Commercial Bank,010,Agrani Bank,33,Gazipur,112,Mawna Bazar,010331127
State-Owned Commercial Bank,010,Agrani Bank,33,Gazipur,115,Nagari,010331156
State-Owned Commercial Bank,010,Agrani Bank,33,Gazipur,030,Pagar,010330302
State-Owned Commercial Bank,010,Agrani Bank,33,Gazipur,038,Salna Bazar,010330386
State-Owned Commercial Bank,010,Agrani Bank,33,Gazipur,148,Sreepur,010331480
State-Owned Commercial Bank,010,Agrani Bank,33,Gazipur,157,Toke Nayan Bazar,010331572
State-Owned Commercial Bank,010,Agrani Bank,33,Gazipur,163,Tongi,010331635
State-Owned Commercial Bank,010,Agrani Bank,35,Gopalganj,007,Banagram,010350074
State-Owned Commercial Bank,010,Agrani Bank,35,Gopalganj,005,Bhangarhat,010350058
State-Owned Commercial Bank,010,Agrani Bank,35,Gopalganj,037,Gopalganj,010350379
State-Owned Commercial Bank,010,Agrani Bank,35,Gopalganj,006,Gopalganj Science & Technology University,010350061
State-Owned Commercial Bank,010,Agrani Bank,35,Gopalganj,046,Jalirpar,010350461
State-Owned Commercial Bank,010,Agrani Bank,35,Gopalganj,049,Jhutigram,010350490
State-Owned Commercial Bank,010,Agrani Bank,35,Gopalganj,008,Kaliganj Bazar,010350087
State-Owned Commercial Bank,010,Agrani Bank,35,Gopalganj,058,Kashiani,010350582
State-Owned Commercial Bank,010,Agrani Bank,35,Gopalganj,067,Kotalipara,010350674
State-Owned Commercial Bank,010,Agrani Bank,35,Gopalganj,073,Muksudpur,010350737
State-Owned Commercial Bank,010,Agrani Bank,35,Gopalganj,085,Poura Super Market,010350858
State-Owned Commercial Bank,010,Agrani Bank,35,Gopalganj,097,Ramdia,010350979
State-Owned Commercial Bank,010,Agrani Bank,35,Gopalganj,109,Tungipara,010351099
State-Owned Commercial Bank,010,Agrani Bank,35,Gopalganj,112,Ujani Bazar,010351123
State-Owned Commercial Bank,010,Agrani Bank,36,Habiganj,016,Baniachang,010360169
State-Owned Commercial Bank,010,Agrani Bank,36,Habiganj,052,Gopaiya,010360527
State-Owned Commercial Bank,010,Agrani Bank,36,Habiganj,061,Habiganj,010360619
State-Owned Commercial Bank,010,Agrani Bank,36,Habiganj,012,Harashpur Bazar,010360127
State-Owned Commercial Bank,010,Agrani Bank,36,Habiganj,011,Industrial Park,010360114
State-Owned Commercial Bank,010,Agrani Bank,36,Habiganj,109,Nabiganj,010361092
State-Owned Commercial Bank,010,Agrani Bank,36,Habiganj,133,Shayestaganj,010361339
State-Owned Commercial Bank,010,Agrani Bank,39,Jamalpur,010,Baksiganj,010390100
State-Owned Commercial Bank,010,Agrani Bank,39,Jamalpur,019,Balijuri,010390197
